Title,Author,year
Match or Mismatch? Automatic Admissions and College Preferences of Low- and High-Income Students,"Cortes, Kalena E.; Lincove, Jane Arnold",2019
Immigrants and the Distribution of Resources within an Urban School District,"Schwartz, Amy Ellen; Stiefel, Leanna",2004
Do Suspensions Affect Student Outcomes?,"Lacoe, Johanna; Steinberg, Matthew P.",2019
Creating a System of School Process Indicators,"Porter, Andrew C.",1991
The Non-Cognitive Returns to Class Size,"Dee, Thomas S.; West, Martin R.",2011
Going to Scale: Employer Participation in School-to-Work Programs at LaGuardia Community College,"Wieler, Susan S.; Bailey, Thomas R.",1997
Information Use and Attention Deferment in College Student Loan Decisions: Evidence from a Debt Letter Experiment,"Darolia, Rajeev; Harper, Casandra",2018
Promoting Deeper Learning in High School: Evidence of Opportunities and Outcomes,"Rickles, Jordan; Zeiser, Kristina L.; Yang, Rui; O'Day, Jennifer; Garet, Michael S.",2019
Gender Equity in Teachers' Salaries: A Multilevel Approach,"Lee, Valerie E.; Smith, Julia B.",1990
Opportunity Seeking across Segregated Schools: Unintended Effects of Automatic Admission Policies on High School Segregation,"Fiel, Jeremy E.",2022
Tracing Transitions: The Effect of High School Closure on Displaced Students,"Kirshner, Ben; Gaertner, Matthew; Pozzoboni, Kristen",2010
"Resources, Instruction, and Research","Cohen, David K.; Raudenbush, Stephen W.; Ball, Deborah Loewenberg",2003
Called to Account: Analyzing the Origins and Spread of State Performance-Accountability Policies for Higher Education,"McLendon, Michael K.; Hearn, James C.; Deaton, Russ",2006
Why Do School District Budget Referenda Fail?,"Ehrenberg, Ronald G.; Ehrenberg, Randy A.; Smith, Christopher L.; Zhang, Liang",2004
Reading and Language Outcomes of a Multiyear Randomized Evaluation of Transitional Bilingual Education,"Slavin, Robert E.; Madden, Nancy; Calderon, Margarita; Chamberlain, Anne; Hennessy, Megan",2011
"""Staffing to the Test"": Are Today's School Personnel Practices Evidence Based?","Cohen-Vogel, Lora",2011
Estimates of External Validity Bias When Impact Evaluations Select Sites Nonrandomly,"Bell, Stephen H.; Olsen, Robert B.; Orr, Larry L.; Stuart, Elizabeth A.",2016
Need-Based Aid and College Persistence: The Effects of the Ohio College Opportunity Grant,"Bettinger, Eric",2015
Examining Relationships between Where Students Start and How Rapidly They Progress: Using New Developments in Growth Modeling to Gain Insight into the Distribution of Achievement within Schools,"Seltzer, Michael; Choi, Kilchan; Thum, Yeow Meng",2003
The Effects of Full-Day Prekindergarten: Experimental Evidence of Impacts on Children's School Readiness,"Atteberry, Allison; Bassok, Daphna; Wong, Vivian C.",2019
Cost Analysis in Education: Paradox and Possibility,"Rice, Jennifer King",1997
College Comes to High School: Participation and Performance in Tennessee's Innovative Wave of Dual-Credit Courses,"Hemelt, Steven W.; Swiderski, Tom",2022
"Approaches for Combining Multiple Measures of Teacher Performance: Reliability, Validity, and Implications for Evaluation Policy","Martínez, José Felipe; Schweig, Jonathan; Goldschmidt, Pete",2016
"Keeping Sight of the Forest through the Trees: Response to ""Collective Bargaining, Transfer Rights, and Disadvantaged Schools""","Koski, William S.; Horng, Elieen L.",2014
"High School Exit Examinations and State-Level Completion and GED Rates, 1975 through 2002","Warren, John Robert; Jenkins, Krista N.; Kulick, Rachael B.",2006
A Quasi-Experimental Investigation of How the Gates Millennium Scholars Program Is Related to College Students' Time Use and Activities,"DesJardins, Stephen L.; McCall, Brian P.; Ott, Molly; Kim, Jiyun",2010
"Credits, Time, and Attainment: Articulation Policies and Success after Transfer","Roksa, Josipa; Keith, Bruce",2008
Methodological Thoughts on Measuring the Impact of Private Sector Competition on the Educational Marketplace,"Goldhaber, Dan D.; Eide, Eric R.",2003
Inside the Black Box of Doctoral Education: What Program Characteristics Influence Doctoral Students' Attrition and Graduation Probabilities?,"Ehrenberg, Ronald G.; Jakubson, George H.; Groen, Jeffrey A.; So, Eric; Price, Joseph",2007
Achieving Scale and Quality in School-to-Work Internships: Findings from Two Employer Surveys,"Bailey, Thomas; Hughes, Katherine; Barr, Tavis",2000
Does NBPTS Certification Affect the Number of Colleagues a Teacher Helps with Instructional Matters?,"Frank, Kenneth A.; Sykes, Gary; Anagnostopoulos, Dorothea; Cannata, Marisa; Chard, Linda; Krause, Ann; McCrory, Raven",2008
A Nation at Rest: The American Way of Homework,"Gill, Brian P.; Schlossman, Steven L.",2003
Standards-Based Reform in Practice: Evidence on State Policy and Classroom Instruction from the NAEP State Assessments,"Swanson, Christopher B.; Stevenson, David Lee",2002
Making the Cut: the Effectiveness of Teacher Screening and Hiring in the Los Angeles Unified School District,"Bruno, Paul; Strunk, Katharine O.",2019
The New Middle Management: Intermediary Organizations in Education Policy Implementation,"Honig, Meredith I.",2004
Gender and Racial/Ethnic Differences on Performance Assessments in Science,"Klein, Stephen P.; And Others",1997
Using Student Test Scores to Measure Principal Performance,"Grissom, Jason A.; Kalogrides, Demetra; Loeb, Susanna",2015
On the Threshold: Impacts of Barely Passing High-School Exit Exams on Post-Secondary Enrollment and Completion,"Papay, John P.; Mantil, Ann; Murnane, Richard J.",2022
The Difficulty of Identifying Rare Samples To Study: The Case of High Schools Divided into Schools-Within-Schools,"Lee, Valerie E.; Ready, Douglas D.; Johnson, David J.",2001
Barriers to Large-Scale Success of Models for Urban School Reform,"McDermott, Kathryn A.",2000
Evaluation as Policymaking: Introducing Evaluation into a National Decentralized Educational System. Book Review,"Benveniste, Guy",1991
A Systematic Test of the Effective Schools Model,"Witte, John F.; Walsh, Daniel J.",1990
A Longitudinal Investigation of the Relationship between Teachers' Self-Reports of Reform-Oriented Instruction and Mathematics and Science Achievement,"Le, Vi-Nhuan; Lockwood, J. R.; Stecher, Brian M.; Hamilton, Laura S.; Martinez, Jose Felipe",2009
Hometown Disadvantage? It Depends on Where You're from: Teachers' Location Preferences and the Implications for Staffing Schools,"Reininger, Michelle",2012
"The Relationship between Inclusion, Absenteeism, and Disciplinary Outcomes for Students with Disabilities","Anderson, Kaitlin P.",2021
Teacher Mobility and Financial Incentives: A Descriptive Analysis of Denver's ProComp,"Fulbeck, Eleanor S.",2014
"Accountability, Alignment, and Coherence: How Educators Made Sense of Complex Policy Environments in the Common Core Era","Hodge, Emily M.; Stosich, Elizabeth Leisy",2022
The Impact of Dual Enrollment on College Degree Attainment: Do Low-SES Students Benefit?,"An, Brian P.",2013
Improving the Targeting of Treatment: Evidence from College Remediation,"Scott-Clayton, Judith; Crosta, Peter M.; Belfield, Clive R.",2014
School Improvement Grants in Ohio: Effects on Student Achievement and School Administration,"Carlson, Deven; Lavertu, Stéphane",2018
The Price of Misassignment: The Role of Teaching Assignments in Teach for America Teachers' Exit from Low-Income Schools and the Teaching Profession,"Donaldson, Morgaen L.; Johnson, Susan Moore",2010
Doing More in the Same Amount of Time: Cathy Swift,"Peterson, Penelope L.",1990
Examining Teacher Effectiveness Using Classroom Observation Scores: Evidence from the Randomization of Teachers to Students,"Garrett, Rachel; Steinberg, Matthew P.",2015
Exposure to Same-Race Teachers and Student Disciplinary Outcomes for Black Students in North Carolina,"Lindsay, Constance A.; Hart, Cassandra M. D.",2017
Employment during Middle School: The Effects on Academic Achievement in the U.S. and Abroad,"Post, David; Pong, Suet-ling",2000
"The Magnitude, Destinations, and Determinants of Mathematics and Science Teacher Turnover","Ingersoll, Richard M.; May, Henry",2012
Teacher Preparation and Student Achievement,"Boyd, Donald J.; Grossman, Pamela L.; Lankford, Hamilton; Loeb, Susanna; Wyckoff, James",2009
The Academic Effects of Summer Instruction and Retention in New York City,"Mariano, Louis T.; Martorell, Paco",2013
"A Randomized Controlled Trial Evaluation of ""Time to Read"", a Volunteer Tutoring Program for 8- to 9-Year-Olds","Miller, Sarah; Connolly, Paul",2013
Do Low-Achieving Students Benefit More from Small Classes? Evidence from the Tennessee Class Size Experiment,"Nye, Barbara; Hedges, Larry V.; Konstantopoulos, Spyros",2002
Small High Schools on a Larger Scale: The Impact of School Conversions in Chicago,"Kahne, Joseph E.; Sporte, Susan E.; de la Torre, Marisa; Easton, John Q.",2008
Training Your Own: The Impact of New York City's Aspiring Principals Program on Student Achievement,"Corcoran, Sean P.; Schwartz, Amy Ellen; Weinstein, Meryle",2012
Direct and Indirect Writing Assessments: Examining Issues of Equity and Utility,"Heck, Ronald H.; Crislip, Marian",2001
Contributions of Qualitative Research to Research on Teacher Qualifications,"Kennedy, Mary M.",2008
Educational Choice and Student Participation: The Case of the Supplemental Educational Services Provision in Chicago Public Schools,"Steinberg, Matthew P.",2011
Keeping At-Risk Students in School: A Systematic Review of College Retention Programs,"Valentine, Jeffrey C.; Hirschy, Amy S.; Bremer, Christine D.; Novillo, Walter; Castellano, Marisa; Banister, Aaron",2011
Comprehensive School Reform in Culturally and Linguistically Diverse Contexts: Implementation and Outcomes from a Four-Year Study,"Datnow, Amanda; Borman, Geoffrey D.; Stringfield, Sam; Overman, Laura T.; Castellano, Marisa",2003
What Explains the Race Gap in Teacher Performance Ratings? Evidence from Chicago Public Schools,"Steinberg, Matthew P.; Sartain, Lauren",2021
Measuring Instructional Practice: Can Policymakers Trust Survey Data?,"Mayer, Daniel P.",1999
Corequisite Mathematics Remediation: Results over Time and in Different Contexts,"Logue, A. W.; Douglas, Daniel; Watanabe-Rose, Mari",2019
Estimating the Economic Worth of a 5th-Year Licensure Program for Teachers,"Lewis, Darrell R.",1990
Incentive Funding Programs and School District Response: California and Senate Bill 813,"Picus, Lawrence O.",1991
Shedding Light on the Dark Side of Teacher Moonlighting,"Raffel, Jeffrey A.; Groff, Lance R.",1990
Stability of School-Building Accountability Scores and Gains,"Linn, Robert L.; Haug, Carolyn",2002
Estimating the Effects of No Child Left Behind on Teachers' Work Environments and Job Attitudes,"Grissom, Jason A.; Nicholson-Crotty, Sean; Harrington, James R.",2014
"Improving Racial Equity in Community College: Developing a Plan, Implementing the Vision","Felix, Eric R.",2021
Cost Analysis for Improved Educational Policymaking and Evaluation,"Tsang, Mun C.",1997
The Long-Term Effects of Small Classes: A Five-Year Follow-Up of the Tennessee Class Size Experiment,"Nye, Barbara; Hedges, Larry V.; Konstantopoulos, Spyros",1999
Cross-Level Measurement Invariance in School and Classroom Environment Surveys: Implications for Policy and Practice,"Schweig, Jonathan",2014
Raising the Bar: Curricular Intensity and Academic Performance,"Attewell, Paul; Domina, Thurston",2008
"Tennessee's Class Size Study: Findings, Implications, Misconceptions","Finn, Jeremy D.; Achilles, Charles M.",1999
"Critical Feedback Characteristics, Teacher Human Capital, and Early-Career Teacher Performance: A Mixed-Methods Analysis","Hunter, Seth B.; Springer, Matthew G.",2022
"Making a Success of ""Algebra for All"": The Impact of Extended Instructional Time and Classroom Peer Skill in Chicago","Nomi, Takako; Raudenbush, Stephen W.",2016
Teacher-Reported Effects of New American School Designs: Exploring Relationships to Teacher Background and School Context,"Berends, Mark",2000
The Effect of High School Shootings on Schools and Student Performance,"Beland, Louis-Philippe; Kim, Dongwoo",2016
Shining a Light or Fumbling in the Dark? The Effects of NCLB's Subgroup-Specific Accountability on Student Achievement,"Lauen, Douglas Lee; Gaddis, S. Michael",2012
"Performance, Graduation, and Transfer of Immigrants and Natives in City University of New York Community Colleges","Bailey, Thomas; Weininger, Elliot B.",2002
Does Online Course-Taking Increase High School Completion and Open Pathways to Postsecondary Education Opportunities?,"Heinrich, Carolyn J.; Darling-Aduana, Jennifer",2021
A Multistate District-Level Cluster Randomized Trial of the Impact of Data-Driven Reform on Reading and Mathematics Achievement,"Carlson, Deven; Borman, Geoffrey D.; Robinson, Michelle",2011
Working for College: The Causal Impacts of Financial Grants on Undergraduate Employment,"Broton, Katharine M.; Goldrick-Rab, Sara; Benson, James",2016
From Parents to Peers: Trajectories in Sources of Academic Influence Grades 4 to 8,"Sorensen, Lucy C.; Cook, Philip J.; Dodge, Kenneth A.",2017
An Interstate Cost-of-Living Index,"Nelson, F. Howard",1991
"""Name and Shame"": An Effective Strategy for College Tuition Accountability?","Baker, Dominique J.",2020
"Supplemental Educational Services and NCLB: Policy Assumptions, Market Practices, Emerging Issues","Burch, Patricia; Steinberg, Matthew; Donovan, Joseph",2007
Academic Achievement and Course Taking among Language Minority Youth in U.S. Schools: Effects of ESL Placement,"Callahan, Rebecca; Wilkinson, Lindsey; Muller, Chandra",2010
Evidence of a Differential Effect of Ability Grouping on the Reading Achievement Growth of Language-Minority Hispanics,"Robinson, Joseph P.",2008
